Provincia,Comune,Grado Scolastico,Descrizione Scuola,Cod Sede,Cod Scuola,Denominazione Scuola,Indirizzo e n. civico,C.A.P.,Comunita Collinare,Comunita Montana
CN,CARDE',2,SCUOLA PRIMARIA,60012074,CNEE070018,G. RODARI,VIA MORETTA 21,12030,,
CN,CARRU',1,SCUOLA D'INFANZIA,60012075,CNAA80603R,DI CARRU',CORSO LUIGI EINAUDI 10,12061,,
CN,CARRU',2,SCUOLA PRIMARIA,60012076,CNEE806021,DON GIORGIO ODERDA,VIA PIPPO VACCHETTI 21,12061,,
CN,CARRU',3,SCUOLA SEC. I GRADO,60012077,CNMM80601V,GENERALE PEROTTI,VIA SCUOLE MEDIE 2,12061,,
CN,CASALGRASSO,1,SCUOLA D'INFANZIA,60012078,CNAA83101B,DI CASALGRASSO,VIA TORINO 31,12030,,
CN,CASALGRASSO,2,SCUOLA PRIMARIA,60012079,CNEE83101L,DI CASALGRASSO,VIA MONSIGNOR ROSTAGNO 2,12030,,
CN,CASTAGNITO,1,SCUOLA D'INFANZIA,60012080,CNAA82301C,DI CASTAGNITO,VIA MASSIMO RODOLFO CORDERO 3,12050,CONSORZIO COMUNIT` COLLINARE DEL ROERO,
CN,CASTAGNITO,2,SCUOLA PRIMARIA,60012081,CNEE82301N,SUOR TECLA MERLO,VIA LAVANDARO 11,12050,CONSORZIO COMUNIT` COLLINARE DEL ROERO,
CN,CASTELLETTO STURA,1,SCUOLA D'INFANZIA,60012082,CNAA80202C,DI CASTELLETTO STURA,VIA CUNEO 5,12040,,
CN,CASTELLETTO STURA,2,SCUOLA PRIMARIA,60012083,CNEE80202N,DI CASTELLETTO STURA,VIA CUNEO 7,12040,,
CN,CASTELLETTO STURA,3,SCUOLA SEC. I GRADO,60012084,CNMM80202L,DI CASTELLETTO STURA,VIA CUNEO 7,12040,,
CN,CASTELLETTO UZZONE,2,SCUOLA PRIMARIA,60012085,CNEE81601E,DI CASTELLETTO UZZONE,PIAZZA DELLA CHIESA 6,12070,,LANGA VALLI BELBO VALLI BORMIDA E UZZONE
CN,CASTELLINALDO,1,SCUOLA D'INFANZIA,60012086,CN1A01800E,FRANCESCA MUSSONE,VIA MARCONI 5,12050,CONSORZIO COMUNIT` COLLINARE DEL ROERO,
CN,CASTELLINALDO,2,SCUOLA PRIMARIA,60012087,CNEE82302P,DI CASTELLINALDO,VIA G. MARCONI 7,12050,CONSORZIO COMUNIT` COLLINARE DEL ROERO,
CN,CASTIGLIONE FALLETTO,2,SCUOLA PRIMARIA,60012088,CNEE849041,VIGNOLO LUTATI,VIA CAVOUR 6,12060,COLLINE DI LANGA E DEL BAROLO,
CN,CASTIGLIONE TINELLA,1,SCUOLA D'INFANZIA,60012089,CNAA824029,DI CASTIGLIONE TINELLA,PIAZZA XX SETTEMBRE 19,12053,UNIONE DI COMUNI SEI IN LANGA,
CN,CASTIGLIONE TINELLA,2,SCUOLA PRIMARIA,60012090,CNEE82403G,DI CASTIGLIONE TINELLA,PIAZZA XX SETTEMBRE 19,12053,UNIONE DI COMUNI SEI IN LANGA,
CN,CASTINO,2,SCUOLA PRIMARIA,60012091,CNEE81605P,DI CASTINO,VIA G. NEGRO 24,12050,,LANGA VALLI BELBO VALLI BORMIDA E UZZONE
CN,CAVALLERLEONE,1,SCUOLA D'INFANZIA,60012092,CN1A01900A,MARIA ASSUNTA IN CIELO,VIA BERNERO 2,12030,,
CN,CAVALLERLEONE,2,SCUOLA PRIMARIA,60012093,CNEE83801B,V. RENA,PIAZZA SANTA MARIA 21,12030,,
CN,CAVALLERMAGGIORE,1,SCUOLA D'INFANZIA,60012094,CN1A02000E,FISSORE,VIA MADONNA DEL PILONE 4,12030,,
CN,CAVALLERMAGGIORE,1,SCUOLA D'INFANZIA,60012095,CN1A02100A,BORRONE,VIA ASILO 21,12030,,
CN,CAVALLERMAGGIORE,1,SCUOLA D'INFANZIA,60012096,CNAA838027,DI CAVALLERMAGGIORE,VIALE G. GALILEI 1,12030,,
CN,CAVALLERMAGGIORE,2,SCUOLA PRIMARIA,60012097,CNEE83804E,DI MADONNA DEL PILONE,MADONNA DEL PILONE,12030,,
CN,CAVALLERMAGGIORE,2,SCUOLA PRIMARIA,60012098,CNEE83802C,SOBRERO,PIAZZA NOBEL 1,12030,,
CN,CAVALLERMAGGIORE,3,SCUOLA SEC. I GRADO,60012099,CNMM83801A,L. EINAUDI,VIA S. PIETRO 9,12030,,
CN,CENTALLO,1,SCUOLA D'INFANZIA,60012100,CN1A022006,GIOVANNI ARESE,VIA CENTALLO 29,12044,,
CN,CENTALLO,1,SCUOLA D'INFANZIA,60012101,CN1A023002,MARGARIA MACESI,PIAZZA CARD. PELLEGRINO 5,12044,,
CN,CENTALLO,1,SCUOLA D'INFANZIA,60012102,CNAA84302P,DI CENTALLO,PIAZZA VITTORIO AMEDEO II 1,12044,,
CN,CENTALLO,2,SCUOLA PRIMARIA,60012103,CNEE84302X,DI ROATA CHIUSANI,VIA CUNEO 2,12044,,
CN,CENTALLO,2,SCUOLA PRIMARIA,60012104,CNEE84301V,DI CENTALLO,VIALE DELLE SCUOLE 8,12044,,
CN,CENTALLO,3,SCUOLA SEC. I GRADO,60012105,CNMM84301T,DI CENTALLO,VIALE DELLE SCUOLE 10,12044,,
CN,CERESOLE ALBA,1,SCUOLA D'INFANZIA,60012106,CN1A02400T,ARTUFFI,VIA ARTUFFI 1,12040,CONSORZIO COMUNIT` COLLINARE DEL ROERO,
CN,CERESOLE ALBA,2,SCUOLA PRIMARIA,60012107,CNEE81701A,DI CERESOLE D'ALBA,PIAZZA CACCIA,12040,CONSORZIO COMUNIT` COLLINARE DEL ROERO,
CN,CERESOLE ALBA,3,SCUOLA SEC. I GRADO,60012108,CNMM81702A,DI CERESOLE D'ALBA,PIAZZA CACCIA 2,12040,CONSORZIO COMUNIT` COLLINARE DEL ROERO,
CN,CERRETTO LANGHE,2,SCUOLA PRIMARIA,60012109,CNEE814053,DI CERRETTO LANGHE,VIA ANNUNZIATA 33,12050,,ALTA LANGA
CN,CERVASCA,1,SCUOLA D'INFANZIA,60012110,CNAA840016,DI SANTA CROCE,VIA VIGNOLO 115,12010,,VALLE GRANA
CN,CERVASCA,1,SCUOLA D'INFANZIA,60012111,CN1A02500N,SORELLE PAROLA,VIA ASILO 6,12010,,VALLE GRANA
CN,CERVASCA,2,SCUOLA PRIMARIA,60012112,CNEE84003D,DI SAN DEFENDENTE,VIA DON BODINO,12010,,VALLE GRANA
CN,CERVASCA,2,SCUOLA PRIMARIA,60012113,CNEE84001B,DI CERVASCA,PIAZZA DOTTOR BERNARDI,12010,,VALLE GRANA
CN,CERVASCA,2,SCUOLA PRIMARIA,60012114,CNEE84002C,DI SANTA CROCE,VIA VIGNOLO 115,12010,,VALLE GRANA
CN,CERVASCA,3,SCUOLA SEC. I GRADO,60012115,CNMM84001A,.,PIAZZA DOTTOR BERNARDI,12010,,VALLE GRANA
CN,CERVERE,1,SCUOLA D'INFANZIA,60012116,CN1A02600D,BIMA,VIA ANSALDI 1,12040,,
CN,CERVERE,2,SCUOLA PRIMARIA,60012117,CNEE033019,FRATELLI VERNASSA,VIA ROMA 16,12040,,
CN,CERVERE,3,SCUOLA SEC. I GRADO,60012118,CNMM14801V,SACCO-BOETTO-PAGLIERI,VIA ADUA 2,12040,,
CN,CEVA,1,SCUOLA D'INFANZIA,60012119,CNAA06601B,UMBERTO I,VIA PIO BOCCA,12073,,VALLI MONGIA CEVETTA E LANGA CEBANA
CN,CEVA,2,SCUOLA PRIMARIA,60012120,CNEE06603P,G.GALLIANO,PIAZZA G. GALLIANO 4,12073,,VALLI MONGIA CEVETTA E LANGA CEBANA
CN,CEVA,3,SCUOLA SEC. I GRADO,60012121,CNMM813012,ATTILIO MOMIGLIANO,VIA LEOPOLDO MARENCO 1,12073,,VALLI MONGIA CEVETTA E LANGA CEBANA
CN,CEVA,4,IST. TECNICO COMMERCIALE,60012122,CNTD01101Q,G. BARUFFI,PIAZZA GALLIANO 3,12073,,VALLI MONGIA CEVETTA E LANGA CEBANA
CN,CEVA,4,IST. TECNICO PER GEOMETRI,60012123,CNTD01101Q,G. BARUFFI,PIAZZA GALLIANO 3,12073,,VALLI MONGIA CEVETTA E LANGA CEBANA
CN,CEVA,4,LICEO SCIENTIFICO,60012124,CNPS01101X,G. BARUFFI,PIAZZA GALLIANO 3,12073,,VALLI MONGIA CEVETTA E LANGA CEBANA
CN,CHERASCO,1,SCUOLA D'INFANZIA,60012125,CN1A027009,DI RORETO,VIA CONTI PETITTI 40,12062,,
CN,CHERASCO,1,SCUOLA D'INFANZIA,60012126,CNAA825014,DI BRICCO,VIA FOSSANO N.27/A,12062,,
CN,CHERASCO,1,SCUOLA D'INFANZIA,60012127,CNAA825025,DI CHERASCO,VIALE SALMATORIS N.21,12062,,
CN,CHERASCO,2,SCUOLA PRIMARIA,60012128,CNEE825019,DI CHERASCO,VIA S. TARICCO N.6,12062,,
CN,CHERASCO,2,SCUOLA PRIMARIA,60012129,CNEE825019,GALLAMAN,VIA CAVOUR N.40,12062,,
CN,CHERASCO,2,SCUOLA PRIMARIA,60012130,CNEE82502A,DI BRICCO,VIA DELLE SCUOLE N.11,12062,,
CN,CHERASCO,2,SCUOLA PRIMARIA,60012131,CNEE82503B,DI RORETO,VIA CONTE PETITTI N.38,12062,,
CN,CHERASCO,3,SCUOLA SEC. I GRADO,60012132,CNMM825018,S. TARICCO,VIA GANDOLFINO DA RORETO 8,12062,,
CN,CHERASCO,3,SCUOLA SEC. I GRADO,60012133,CNMM825018,SEBASTIANO TARICCO,VIA BEATO AMEDEO N.18,12062,,
CN,CHIUSA DI PESIO,1,SCUOLA D'INFANZIA,60012134,CNAA841023,DI CHIUSA DI PESIO,PIAZZA C. MAURO,12013,,BISALTA
CN,CHIUSA DI PESIO,1,SCUOLA D'INFANZIA,60012135,CNAA841012,DI CHIUSA DI PESIO,VIA PROVINCIALE,12013,,BISALTA
CN,CHIUSA DI PESIO,2,SCUOLA PRIMARIA,60012136,CNEE841017,RENATO BAUDINO,PIAZZA C. MAURO,12013,,BISALTA
CN,CHIUSA DI PESIO,2,SCUOLA PRIMARIA,60012137,CNEE841028,.,PIAZZA PIERO COSA,12013,,BISALTA
CN,CHIUSA DI PESIO,3,SCUOLA SEC. I GRADO,60012138,CNMM841016,T. VALLAURI,VIA CIRCONVALLAZIONE VIGNE,12013,,BISALTA
CN,CLAVESANA,1,SCUOLA D'INFANZIA,60012139,CNAA80602Q,DI CLAVESANA,BORGATA GERINO 8,12060,,
CN,CLAVESANA,2,SCUOLA PRIMARIA,60012140,CNEE806032,DI CLAVESANA,VIALE MARTIRI LIBERTA' 43 B,12060,,
CN,CORNELIANO D'ALBA,1,SCUOLA D'INFANZIA,60012141,CNAA818022,F. SEMINI,VIA SISMONDA 14,12040,CONSORZIO COMUNIT` COLLINARE DEL ROERO,
CN,CORNELIANO D'ALBA,2,SCUOLA PRIMARIA,60012142,CNEE818027,G. MERLO,VIA DELLE SCUOLE 8,12040,CONSORZIO COMUNIT` COLLINARE DEL ROERO,
CN,CORNELIANO D'ALBA,3,SCUOLA SEC. I GRADO,60012143,CNMM818026,DI CORNELIANO D'ALBA,VIA DELLE SCUOLE 8,12040,CONSORZIO COMUNIT` COLLINARE DEL ROERO,
CN,CORTEMILIA,1,SCUOLA D'INFANZIA,60012144,CNAA81602A,DI CORTEMILIA,VIA SALINO 1,12074,,LANGA VALLI BELBO VALLI BORMIDA E UZZONE
CN,CORTEMILIA,2,SCUOLA PRIMARIA,60012145,CNEE81603L,DI CORTEMILIA,VIA SALINO 1,12074,,LANGA VALLI BELBO VALLI BORMIDA E UZZONE
CN,CORTEMILIA,3,SCUOLA SEC. I GRADO,60012146,CNMM81601D,DANTE ALIGHIERI,CORSO LUIGI EINAUDI 14,12074,,LANGA VALLI BELBO VALLI BORMIDA E UZZONE
CN,CORTEMILIA,4,IST. PROF. SERV. COMM. TURIS. PUBBL.,60012147,CNRC00402A,P. CILLARIO FERRERO,CORSO LUIGI EINAUDI 12,12074,,LANGA VALLI BELBO VALLI BORMIDA E UZZONE
CN,COSSANO BELBO,1,SCUOLA D'INFANZIA,60012148,CNAA824018,DI COSSANO BELBO,VIA XX SETTEMBRE 5,12054,,LANGA VALLI BELBO VALLI BORMIDA E UZZONE
CN,COSSANO BELBO,2,SCUOLA PRIMARIA,60012149,CNEE82401D,DI COSSANO BELBO,VIA XX SETTEMBRE 1,12054,,LANGA VALLI BELBO VALLI BORMIDA E UZZONE
CN,COSTIGLIOLE SALUZZO,1,SCUOLA D'INFANZIA,60012150,CNAA82701Q,DI COSTIGLIOLE SALUZZO,VIA BUSCA 7,12024,,VALLE VARAITA
CN,COSTIGLIOLE SALUZZO,2,SCUOLA PRIMARIA,60012151,CNEE827011,BEPPE FENOGLIO,PIAZZA VITTORIO EMANUELE II N.11,12024,,VALLE VARAITA
CN,COSTIGLIOLE SALUZZO,3,SCUOLA SEC. I GRADO,60012152,CNMM82701X,.,PIAZZA VITTORIO EMANUELE II 10,12024,,VALLE VARAITA
CN,CRAVANZANA,1,SCUOLA D'INFANZIA,60012153,CNAA81404R,DI CRAVANZANA,PIAZZA B. FENOGLIO,12050,,ALTA LANGA
CN,CRAVANZANA,3,SCUOLA SEC. I GRADO,60012154,CNMM81403X,DI CRAVANZANA,PIAZZA B. FENOGLIO 2,12050,,ALTA LANGA
CN,CUNEO,1,SCUOLA D'INFANZIA,60012155,CNAA84801R,A. COLLODI,VIA CITTADELLA 10,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012156,CN1A03400C,DON BARBERO,VIA ROATA CANALE 3,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012157,CN1A035008,CON. AUTRETTI,VIA DEMONTE 16,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012158,CN1A03900G,COMETTO,VIA DELL'ABBAZIA 3,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012159,CN1A03200R,DON BASSO,VIA DON BASSO 27,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012160,CN1A03800Q,VITTORIO E MATILDE BERSEZIO,VIA RACOT 2,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012161,CN1A03700X,DI MADONNA DELL'OLMO,VIA CRISSOLO 23,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012162,CN1A03300L,DE MICHELIS MONDINO,VIA TETTO DELL'OLA 26,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012163,CN1A036004,DESME',VIA BISALTA 21,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012164,CN1A031001,SACRA FAMIGLIA,CORSO SOLERI 2,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012165,CN1A028005,T.A. GALIMBERTI,VIA A. SOBRERO 18,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012166,CN1A030005,ASILO INFANTILE CATTOLICO,VIA ASILO 1,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012167,CNAA84802T,DI RONCHI,VIA DEL PARCO GIOCHI,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012168,CNAA84803V,DI CONFRERIA,VIA VALLE MAIRA 134/bis,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012169,CNAA847011,DI BOMBONINA,VIA TETTO SACCHETTO 9,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012170,CNAA847022,DI TETTO CANALE,VIA MONEA OLTREGESSO N.75,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012171,CNAA00103P,DI VIA XXVIII APRILE,VIA XXVIII APRILE 25,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012172,CNAA003029,FILLIA,VIA S. STEFANO,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012173,CNAA003018,SERAFINO ARNAUD,VIA SERAFINO ARNAUD 16,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012174,CNAA00303A,NANNI GHIGLIANO,VIALE ANGELI 29/BIS,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012175,CNAA00105R,DI VIA ROSTAGNI,VIA ROSTAGNI 25,12100,,
CN,CUNEO,1,SCUOLA D'INFANZIA,60012176,CN1A029001,MONS. ANDREA FIORE,CORSO DANTE 52,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012177,CNEE848067,MARCO POLO,VIA SAN PIO X 11,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012178,CNEE848089,DI SAN BENIGNO,VIA DELL'ABBAZIA 2,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012179,CNEE848023,DI RONCHI,VIA DEL PARCO GIOCHI,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012180,CNEE848045,P.BELLINO,VIA DON G. BASSO 33,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012181,CNEE848034,B.BRUNI,VIA DELLA BATTAGLIA 241,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012182,CNEE848078,ANNA FRANK,VIA VALLE MAIRA 134,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012183,CNEE84705A,GIUSEPPE PEANO,VIA MONEA OLTREGESSO 77,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012184,CNEE847049,F.LLI CASTELLINO,VIA CAUTERI 10,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012185,CNEE847038,BEPPINO NASETTA,VIA CAPPA 20,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012186,CNEE847027,DUCCIO MARCHISIO,VIA CASTELLETTO STURA 272,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012187,CNEE00301D,NUTO REVELLI,VIALE ANGELI 82,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012188,CNEE00304L,BERNARD DAMIANO,PIAZZALE DON G. MARRO 3,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012189,CNEE001041,LUIGI EINAUDI,VIA QUINTINO SELLA 39,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012190,CNEE00101T,DI CORSO SOLERI,CORSO SOLERI 1,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012191,CNEE848012,G.RODARI,PIAZZALE DELLA BATTAGLIA 1,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012192,CNEE847016,DON F.MIRAGLIO,VIA S. CRISTOFORO 25,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012193,CNEE00302E,LIDIA BECCARIA ROLFI,LARGO P. BELLINO 3,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012194,CN1E001003,MONS. ANDREA FIORE,CORSO DANTE 52,12100,,
CN,CUNEO,2,SCUOLA PRIMARIA,60012195,CNEE00102V,"AZIENDA OSPEDALIERA ""S. CROCE E CARLE""",VIA MICHELE COPPINO 26,12100,,
CN,CUNEO,3,SCUOLA SEC. I GRADO,60012196,CN1M00400Q,MONS. ANDREA FIORE,CORSO DANTE 52,12100,,
CN,CUNEO,3,SCUOLA SEC. I GRADO,60012197,CNMM848011, F.CENTRO,VIA DELLA BATTAGLIA 2,12100,,
CN,CUNEO,3,SCUOLA SEC. I GRADO,60012198,CNMM15700L,UNIFICATA,PIAZZALE DON G. MARRO 1,12100,,
CN,CUNEO,3,SCUOLA SEC. I GRADO,60012199,CNMM15700L,UNIFICATA,VIA BERSEZIO 33,12100,,
CN,CUNEO,3,SCUOLA SEC. I GRADO,60012200,CNMM847015,DI BORGO SAN GIUSEPPE,VIA ROCCA DE BALDI 15,12100,,
CN,CUNEO,3,SCUOLA SEC. I GRADO,60012201,CNMM15700L,UNIFICATA,VIA SOBRERO 14,12100,,
CN,CUNEO,3,SCUOLA SEC. I GRADO,60012202,CNMM15700L,UNIFICATA,VIA BARBAROUX 7,12100,,
CN,CUNEO,4,EX ISTITUTO E SCUOLA MAGISTRALE,60012203,CNPM010004,E. DE AMICIS,CORSO BRUNET 12,12100,,
CN,CUNEO,4,EX ISTITUTO E SCUOLA MAGISTRALE,60012204,CNPM010004,E. DE AMICIS,VIA MAZZINI 3,12100,,
CN,CUNEO,4,IST. PROF. IND. E ARTIG.,60012205,CNRI003016,SEBASTIANO GRANDIS,VIA CACCIATORI DELLE ALPI 2,12100,,
CN,CUNEO,4,IST. PROF. SERV. COMM. TURIS. PUBBL.,60012206,CNRC00301D,SEBASTIANO GRANDIS,CORSO IV NOVEMBRE 16,12100,,
CN,CUNEO,4,IST. PROF. SERVIZI SOCIALI,60012207,CNRC00301D,S. GRANDIS,C.SO IV NOVEMBRE 16,12100,,
CN,CUNEO,4,IST. TECNICO AGRARIO,60012208,CNTA00601T,V. VIRGINIO,VIA SAVIGLIANO 25,12100,,
CN,CUNEO,4,IST. TECNICO COMMERCIALE,60012209,CNTD04000P,FRANCO ANDREA BONELLI,VIALE ANGELI 12,12100,,
CN,CUNEO,4,IST. TECNICO COMMERCIALE,60012210,CNTD040504,FRANCO ANDREA BONELLI,VIALE ANGELI 12,12100,,
CN,CUNEO,4,IST. TECNICO PER GEOMETRI,60012211,CNTL00601P,V. VIRGINIO,VIA SAVIGLIANO 25,12100,,
CN,CUNEO,4,IST. TECNICO PER IL TURISMO,60012212,CNTN155007,AMERIGO VESPUCCI,PIAZZA GALIMBERTI 15,12100,,
CN,CUNEO,4,IST. TECNICO PERITI AZIENDALI,60012213,CNTD04000P,FRANCO ANDREA BONELLI,VIALE ANGELI 12,12100,,
CN,CUNEO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60012214,CNTF010005,MARIO DELPOZZO,CORSO A. DE GASPERI 30,12100,,
CN,CUNEO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60012215,CNTF01050E,MARIO DELPOZZO,CORSO DE GASPERI 30,12100,,
CN,CUNEO,4,LICEO ARTISTICO,60012216,CNSL030005,EGO BIANCHI,CORSO DE GASPERI 11,12100,,
CN,CUNEO,4,LICEO ARTISTICO,60012217,CNSL03050E,EGO BIANCHI,CORSO DE GASPERI 11,12100,,
CN,CUNEO,4,LICEO CLASSICO,60012218,CNPC060001,SILVIO PELLICO,CORSO GIOLITTI 11,12100,,
CN,CUNEO,4,LICEO SCIENTIFICO,60012219,CNPS02000N,G. PEANO,VIA MONTE ZOVETTO 8,12100,,
CN,CUNEO,4,LICEO SCIENTIFICO,60012220,CNPS02000N,G. PEANO,VIA MAZZINI 3,12100,,
CN,DEMONTE,1,SCUOLA D'INFANZIA,60012221,CNAA803017,DI DEMONTE,VIA C. PERRIER 18,12014,,VALLE STURA
CN,DEMONTE,2,SCUOLA PRIMARIA,60012222,CNEE80302D,DI FESTIONA,PIAZZA DEGLI ALPINI 1,12010,,VALLE STURA
CN,DEMONTE,2,SCUOLA PRIMARIA,60012223,CNEE80301C,DI DEMONTE,VIA G. PEANO 6,12014,,VALLE STURA
CN,DEMONTE,3,SCUOLA SEC. I GRADO,60012224,CNMM80301B,F. CRISPOLTI,VIA G. PEANO 6,12014,,VALLE STURA
CN,DIANO D'ALBA,1,SCUOLA D'INFANZIA,60012225,CNAA84905R,DIANO D'ALBA,VIA UMBERTO I 25/A,12055,,
CN,DIANO D'ALBA,1,SCUOLA D'INFANZIA,60012226,CNAA84902N,DI VALLE TALLORIA,via Cane Guido 34,12055,,
CN,DIANO D'ALBA,1,SCUOLA D'INFANZIA,60012227,CNAA84901L,DI RICCA,PIAZZA TO,12055,,
CN,DIANO D'ALBA,2,SCUOLA PRIMARIA,60012228,CNEE849052,L. EINAUDI,PIAZZA UMBERTO I 25/A,12055,,
CN,DIANO D'ALBA,3,SCUOLA SEC. I GRADO,60012229,CNMM84901R,DI DIANO D'ALBA,PIAZZA UMBERTO I 25/A,12055,,
CN,DOGLIANI,1,SCUOLA D'INFANZIA,60012230,CNAA846015,DI DOGLIANI,VIALE RIMEMBRANZA N.21,12063,COLLINE DI LANGA E DEL BAROLO,
CN,DOGLIANI,2,SCUOLA PRIMARIA,60012231,CNEE84602B,LUIGI TARICCO,VIA DOMENICO GHIGLIANO 38,12063,COLLINE DI LANGA E DEL BAROLO,
CN,DOGLIANI,3,SCUOLA SEC. I GRADO,60012232,CNMM846019,LUIGI EINAUDI,VIA DANTE ALIGHIERI 5,12063,COLLINE DI LANGA E DEL BAROLO,
CN,DRONERO,1,SCUOLA D'INFANZIA,60012233,CN1A04200B,PADRE RIBERO,VIA ASILO 1,12025,,VALLE MAIRA
CN,DRONERO,1,SCUOLA D'INFANZIA,60012234,CN1A04100G,OPERE PIE DRONERESI,VIA GIOLITTI 32,12025,,VALLE MAIRA
CN,DRONERO,1,SCUOLA D'INFANZIA,60012235,CNAA068013,DI DRONERO,PIAZZA MARCONI 4B,12025,,VALLE MAIRA
CN,DRONERO,1,SCUOLA D'INFANZIA,60012236,CNAA068013,DI DRONERO,VIA MONTEMALE 1,12025,,VALLE MAIRA
CN,DRONERO,2,SCUOLA PRIMARIA,60012237,CNEE068029,DI DRONERO,PIAZZA G. MARCONI 4,12025,,VALLE MAIRA
CN,DRONERO,2,SCUOLA PRIMARIA,60012238,CNEE06803A,DI LOC. OLTRE MAIRA,VIA MONTEMALE N. 1,12025,,VALLE MAIRA
CN,DRONERO,2,SCUOLA PRIMARIA,60012239,CNEE06804B,DI FRAZ. PRATAVECCHIA,PIAZZA PARROCCHIA N. 11,12025,,VALLE MAIRA
CN,DRONERO,3,SCUOLA SEC. I GRADO,60012240,CNMM82801Q,G. GIOLITTI,"PIAZZA BATTAGLIONE ALPINI ""DRONERO"" 4",12025,,VALLE MAIRA
CN,DRONERO,4,IST. PROF. ATIPICO,60012241,CNRH01001T,DONADIO,VIA VALLE MAIRA 19,12025,,VALLE MAIRA
CN,DRONERO,4,IST. PROF. SERVIZI ALBERGHIERI,60012242,CNRH01001T,DONADIO,VIA VALLE MAIRA 19,12025,,VALLE MAIRA
CN,ELVA,2,SCUOLA PRIMARIA,60012243,CNEE06808G,DI ELVA,BORGATA SERRE 1,12020,,VALLE MAIRA
CN,ENTRACQUE,1,SCUOLA D'INFANZIA,60012244,CNAA80801A,DI ENTRACQUE,VIA ANGELO BARALE 2,12010,,VALLI GESSO VERMENAGNA PESIO
CN,ENTRACQUE,2,SCUOLA PRIMARIA,60012245,CNEE80801G,DI ENTRACQUE,VIA ANGELO BARALE 2,12010,,VALLI GESSO VERMENAGNA PESIO
CN,ENVIE,1,SCUOLA D'INFANZIA,60012246,CNAA83401V,CAV. CHIAFFREDO ROSSO,VIA CIRCONVALLAZIONE 47,12030,,VALLI PO BRONDA E INFERNOTTO
CN,ENVIE,2,SCUOLA PRIMARIA,60012247,CNEE834014,LEONARDO DA VINCI,VIA CIRCOVALLAZIONE 43,12030,,VALLI PO BRONDA E INFERNOTTO
CN,FARIGLIANO,1,SCUOLA D'INFANZIA,60012248,CNAA846026,REGINA MARGHERITA,PIAZZA DON ARNALDI N.5,12060,,
CN,FARIGLIANO,2,SCUOLA PRIMARIA,60012249,CNEE84603C,GIOVANNI BARROERO,PIAZZA VITTORIO EMANUELE II^ N.25,12060,,
CN,FARIGLIANO,3,SCUOLA SEC. I GRADO,60012250,CNMM84602A,DI FARIGLIANO,PIAZZA VITTORIO EMANUELE II^ N.24,12060,,
CN,FAULE,1,SCUOLA D'INFANZIA,60012251,CN1A07001L,BIGLIA,VIA SEVERINO CASANA 44,12030,,
CN,FEISOGLIO,2,SCUOLA PRIMARIA,60012252,CNEE814064,DI FEISOGLIO,VIA FIRENZE 31,12050,,ALTA LANGA
CN,FOSSANO,1,SCUOLA D'INFANZIA,60012253,CN1A043007,TOESCA E MACARIO,MURAZZO 58,12045,,
