Provincia,Comune,Grado Scolastico,Descrizione Scuola,Cod Sede,Cod Scuola,Denominazione Scuola,Indirizzo e n. civico,C.A.P.,Comunita Collinare,Comunita Montana
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014741,TOTF013016,G. B. BODONI,VIA PONCHIELLI 56,10154,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014742,TOTF01000N,A. AVOGADRO,CORSO SAN MAURIZIO 8,10124,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014743,TOTF09000E,LUIGI CASALE,VIA ROVIGO 19,10152,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014744,TOTF170006,ENZO FERRARI,VIA P. GAIDANO 126,10137,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014745,TOTF070009,G. PEANO,CORSO VENEZIA 29,10147,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014746,TOTF07050P,G. PEANO SEZ. SERALE,CORSO VENEZIA 29,10147,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014747,TOTF14000A,CARLO GRASSI,VIA P. VERONESE 305,10148,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014748,TOTF01500R,EDOARDO AGNELLI,CORSO UNIONE SOVIETICA 312,10135,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014749,TOTF055007,I.T.I. INTERNAZIONALE,VIA BONZANIGO 8,10144,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014750,TOTF055007,I.T.I. INTERNAZIONALE SEZ. SERALE,VIA BONZANIGO 8,10144,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014751,TOTF010503,A. AVOGADRO,CORSO SAN MAURIZIO 8,10124,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014752,TOTF043012,PRIMO LEVI,CORSO UNIONE SOVIETICA 490,10135,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014753,TOTF09000E,LUIGI CASALE,CORSO CIRIE' 7,10152,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014754,TOTF09050X,LUIGI CASALE,Via Rovigo 19,10152,,
TO,TORINO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60014755,TOTF01350E,G. B. BODONI,VIA PONCHIELLI 56,10154,,
TO,TORINO,4,LICEO ARTISTICO,60014756,TOSL01500G,TEATRO NUOVO,CORSO MASSIMO D'AZEGLIO 17,10126,,
TO,TORINO,4,LICEO ARTISTICO,60014757,TOSL01000C,PRIMO,VIA CARCANO 31,10151,,
TO,TORINO,4,LICEO ARTISTICO,60014758,TOSL020003,RENATO COTTINI,VIA CASTELGOMBERTO 20,10137,,
TO,TORINO,4,LICEO ARTISTICO,60014759,TOSL02050C,RENATO COTTINI,VIA CASTELGOMBERTO 20,10137,,
TO,TORINO,4,LICEO ARTISTICO,60014760,TOSL01050T,PRIMO,VIA CARCANO 31,10123,,
TO,TORINO,4,LICEO ARTISTICO,60014761,TOSL020003,RENATO COTTINI,VIA DON GRIOLI 43,10137,,
TO,TORINO,4,LICEO CLASSICO,60014762,TOPC10000P,VITTORIO ALFIERI,CORSO DANTE 80,10126,,
TO,TORINO,4,LICEO CLASSICO,60014763,TOPC01000C,C. CAVOUR,CORSO TASSONI 15,10143,,
TO,TORINO,4,LICEO CLASSICO,60014764,TOPC070004,MASSIMO D'AZEGLIO,VIA PARINI 8,10121,,
TO,TORINO,4,LICEO CLASSICO,60014765,TOPC090009,GIOBERTI,VIA S. OTTAVIO 9-11,10124,,
TO,TORINO,4,LICEO CLASSICO,60014766,TOPC04500B,SACRA FAMIGLIA,VIA ROSALINO PILO 24,10143,,
TO,TORINO,4,LICEO CLASSICO,60014767,TOPC055002,SAN GIUSEPPE,VIA S. FRANCESCO DA PAOLA 23,10123,,
TO,TORINO,4,LICEO CLASSICO,60014768,TOPC06500L,ISTITUTO SOCIALE,CORSO SIRACUSA 10,10136,,
TO,TORINO,4,LICEO CLASSICO,60014769,TOPC075007,VALSALICE,VIALE E. THOVEZ 37,10131,,
TO,TORINO,4,LICEO CLASSICO,60014770,TOPS20000P,CONVITTO NAZIONALE UMBERTO I,VIA BLIGNY 1/BIS,10122,,
TO,TORINO,4,LICEO CLASSICO,60014771,TOPC01000C,C. CAVOUR,VIA TRIPOLI 82,10137,,
TO,TORINO,4,LICEO CLASSICO,60014772,TOPC13500N,GIUSTI,PIAZZA VITTORIO VENETO 13,10124,,
TO,TORINO,4,LICEO CLASSICO,60014773,TOPC090009,GIOBERTI,VIA GIULIA DI BAROLO 33,10124,,
TO,TORINO,4,LICEO LINGUISTICO,60014774,TOPL01500D,CADORNA,VIALE G. CURRENO 21,10133,,
TO,TORINO,4,LICEO LINGUISTICO,60014775,TOPL03500P,VITTORIA,VIA DELLE ROSINE 14,10123,,
TO,TORINO,4,LICEO LINGUISTICO,60014776,TOPL20500L,MAZZARELLO,VIA CUMIANA 2,10141,,
TO,TORINO,4,LICEO LINGUISTICO,60014777,TOPM035001,M. AUSILIATRICE,PIAZZA M AUSILIATRICE 27,10152,,
TO,TORINO,4,LICEO LINGUISTICO,60014778,TOPM050003,REGINA MARGHERITA (SEDE),VIA VALPERGA CALUSO 12,10100,,
TO,TORINO,4,LICEO LINGUISTICO,60014779,TOPS07500A,SAN GIUSEPPE,VIA SAN FRANCESCO DA PAOLA 23,10123,,
TO,TORINO,4,LICEO SCIENTIFICO,60014780,TOPS018017,A. EINSTEIN,VIA PACINI 28,10154,,
TO,TORINO,4,LICEO SCIENTIFICO,60014781,TOPS04000B,GALILEO FERRARIS,CORSO MONTEVECCHIO 67,10129,,
TO,TORINO,4,LICEO SCIENTIFICO,60014782,TOPS06000L,P. GOBETTI,VIA MARIA VITTORIA 39/BIS,10123,,
TO,TORINO,4,LICEO SCIENTIFICO,60014783,TOPS050002,GINO SEGRE',CORSO ALBERTO PICCO 14,10131,,
TO,TORINO,4,LICEO SCIENTIFICO,60014784,TOPS020006,A. VOLTA,VIA JUVARRA 14,10122,,
TO,TORINO,4,LICEO SCIENTIFICO,60014785,TOPS00301D,MAIORANA,VIA FRATTINI 11,10137,,
TO,TORINO,4,LICEO SCIENTIFICO,60014786,TOPS120003,C. CATTANEO,VIA SOSTEGNO 41/10,10146,,
TO,TORINO,4,LICEO SCIENTIFICO,60014787,TOPS01500P,CAIROLI,VIA SANTA TERESA 20,10121,,
TO,TORINO,4,LICEO SCIENTIFICO,60014788,TOPS025009,FAA' DI BRUNO,VIA LE CHIUSE 40,10144,,
TO,TORINO,4,LICEO SCIENTIFICO,60014789,TOPS07500A,SAN GIUSEPPE,VIA SAN FRANCESCO DA PAOLA 23,10123,,
TO,TORINO,4,LICEO SCIENTIFICO,60014790,TOPS09500G,ISTITUTO SOCIALE,CORSO SIRACUSA 10,10136,,
TO,TORINO,4,LICEO SCIENTIFICO,60014791,TOPS105001,VALSALICE,VIALE ENRICO THOVEZ 37,10131,,
TO,TORINO,4,LICEO SCIENTIFICO,60014792,TOPS170004,COPERNICO,CORSO CAIO PLINIO 2,10127,,
TO,TORINO,4,LICEO SCIENTIFICO,60014793,TOPS06500Q,MAX PLANCK,VIA ASINARI DI BERNEZZO 34,10146,,
TO,TORINO,4,LICEO SCIENTIFICO,60014794,TOPS22000X,GIORDANO BRUNO,VIA MARINUZZI 1,10156,,
TO,TORINO,4,LICEO SCIENTIFICO,60014795,TOPS120003,C. CATTANEO,VIA POSTUMIA 57/60,10142,,
TO,TORINO,4,LICEO SCIENTIFICO,60014796,TOPS20500T,MAZZARELLO,VIA CUMIANA 2,10141,,
TO,TORINO,4,LICEO SCIENTIFICO,60014797,TOPS76500T,SANT' ANNA,VIA MASSENA 36,10128,,
TO,TORINO,4,LICEO SCIENTIFICO,60014798,TOPS270001,ALTIERO SPINELLI,VIA FIGLIE DEI MILITARI 25,10131,,
TO,TORINO,4,LICEO SCIENTIFICO,60014799,TOPS005004,SACRA FAMIGLIA,VIA ROSALINO PILO 24,10143,,
TO,TORINO,4,LICEO SCIENTIFICO,60014800,TOPS04500E,EDOARDO AGNELLI,CORSO UNIONE SOVIETICA 312,10135,,
TO,TORINO,4,LICEO SCIENTIFICO,60014801,TOPS275004,CADORNA,VIALE CURRENO 21,10133,,
TO,TORINO,4,LICEO SCIENTIFICO,60014802,TOPS06000L,P. GOBETTI,VIA GIULIA DI BAROLO 33,10124,,
TO,TORINO,4,LICEO SCIENTIFICO,60014803,TOPS20000P,CONVITTO NAZIONALE UMBERTO I,VIA BLIGNY 1 BIS,10122,,
TO,TORINO,4,LICEO SCIENTIFICO,60014804,TOPS06000L,P. GOBETTI (C/O FOND. FEYLES),VIA MARIA VITTORIA 38,10123,,
TO,TORINO,4,LICEO SCIENTIFICO,60014805,TOPS04301X,PRIMO LEVI,C.SO UNIONE SOVIETICA 490,10135,,
TO,TORRAZZA PIEMONTE,1,SCUOLA D'INFANZIA,60014806,TOAA85402N,.,VIA ANGELA CAPPELLO 7,10037,,
TO,TORRAZZA PIEMONTE,2,SCUOLA PRIMARIA,60014807,TOEE85401T,.,PIAZZA DEL MUNICIPIO 1,10037,,
TO,TORRAZZA PIEMONTE,3,SCUOLA SEC. I GRADO,60014808,TOMM85403V,.,PIAZZA DEL MUNICIPIO 1,10037,,
TO,TORRE CANAVESE,2,SCUOLA PRIMARIA,60014809,TOEE09113B,.,VIA CAN. BERTETTI 1,10010,,
TO,TORRE PELLICE,1,SCUOLA D'INFANZIA,60014810,TO1A29100V,MAURIZIANA,VIA AL FORTE 2,10066,,VALLE PELLICE
TO,TORRE PELLICE,1,SCUOLA D'INFANZIA,60014811,TOAA81301A,.,VIALE RIMEMBRANZA 9,10066,,VALLE PELLICE
TO,TORRE PELLICE,2,SCUOLA PRIMARIA,60014812,TO1E054004,MAURIZIANA,VIA AL FORTE 2,10066,,VALLE PELLICE
TO,TORRE PELLICE,2,SCUOLA PRIMARIA,60014813,TOEE81301G,GIANNI RODARI,VIALE DANTE 11/13,10066,,VALLE PELLICE
TO,TORRE PELLICE,3,SCUOLA SEC. I GRADO,60014814,TOMM81301E,L. DA VINCI,VIALE DANTE 11/13,10066,,VALLE PELLICE
TO,TORRE PELLICE,4,IST. PROF. SERV. COMM. TURIS. PUBBL.,60014815,TORC011011,ALBERTI,VIALE RIMEMBRANZA 13,10066,,VALLE PELLICE
TO,TORRE PELLICE,4,LICEO CLASSICO,60014816,TOPC11500C,VALDESE,VIA BECKWITH 1,10066,,VALLE PELLICE
TO,TORRE PELLICE,4,LICEO LINGUISTICO,60014817,TOPC11500C,VALDESE,VIA BECKWITH 1,10066,,VALLE PELLICE
TO,TRANA,1,SCUOLA D'INFANZIA,60014818,TOAA86901A,DI SAN BERNARDINO,VIA GIOTTO 40,10090,,VAL SANGONE
TO,TRANA,1,SCUOLA D'INFANZIA,60014819,TOAA86903C,DI TRANA,VIA DANTE ALIGHIERI 3,10090,,VAL SANGONE
TO,TRANA,2,SCUOLA PRIMARIA,60014820,TOEE86905Q,DI SAN BERNARDINO,VIA G. RATTI 1,10090,,VAL SANGONE
TO,TRANA,2,SCUOLA PRIMARIA,60014821,TOEE86904P,DI TRANA,VIA DANTE ALIGHIERI 3/A,10090,,VAL SANGONE
TO,TRANA,3,SCUOLA SEC. I GRADO,60014822,TOMM86902G,DI TRANA,VIA DANTE ALIGHIERI 3/B,10090,,VAL SANGONE
TO,TRAVES,2,SCUOLA PRIMARIA,60014823,TOEE809065,.,VIA VILLA 1,10070,,VALLI DI LANZO
TO,TROFARELLO,1,SCUOLA D'INFANZIA,60014824,TOAA83202R,.,VIA C. BATTISTI 18,10028,,
TO,TROFARELLO,1,SCUOLA D'INFANZIA,60014825,TOAA83203T,DIONISIO E STELI,VIALE RESISTENZA 27,10028,,
TO,TROFARELLO,1,SCUOLA D'INFANZIA,60014826,TOAA83201Q,NEIRONE,VIA UMBERTO I? 126,10028,,
TO,TROFARELLO,1,SCUOLA D'INFANZIA,60014827,TOAA83204V,LA PACE,VIA G. DELEDDA 10,10028,,
TO,TROFARELLO,2,SCUOLA PRIMARIA,60014828,TOEE832011,RODARI,VIA CESARE BATTISTI 18,10028,,
TO,TROFARELLO,3,SCUOLA SEC. I GRADO,60014829,TOMM83201X,G. LEOPARDI,VIA XXIV MAGGIO 48,10028,,
TO,VAIE,1,SCUOLA D'INFANZIA,60014830,TOAA82403V,VAIE,VIA MARTIRI DELLA LIBERTA' 9,10050,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,VAIE,2,SCUOLA PRIMARIA,60014831,TOEE824034,VAIE,VIA MARTIRI DELLA LIBERTA' 9,10050,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,VAL DELLA TORRE,1,SCUOLA D'INFANZIA,60014832,TOAA822015,COLLODI,VIA CARLO LUCCO CASTELLO 3,10040,,VAL CERONDA E CASTERNONE
TO,VAL DELLA TORRE,2,SCUOLA PRIMARIA,60014833,TOEE82202B,G. ASTRUA,VIA GIVOLETTO 2,10040,,VAL CERONDA E CASTERNONE
TO,VALGIOIE,2,SCUOLA PRIMARIA,60014834,TOEE87002R,BRUNO RUFFINATTO,BORGATA CHIODRERO,10094,,VAL SANGONE
TO,VALLO TORINESE,1,SCUOLA D'INFANZIA,60014835,TOAA828047,.,VIA VARISELLA 32,10070,,VAL CERONDA E CASTERNONE
TO,VALLO TORINESE,2,SCUOLA PRIMARIA,60014836,TOEE82804C,.,VIA DELLA TORRE 2,10070,,VAL CERONDA E CASTERNONE
TO,VALPERGA,1,SCUOLA D'INFANZIA,60014837,TO1A18100B,LUTTATI,VIA P. GROSSO 12,10087,,ALTO CANAVESE
TO,VALPERGA,1,SCUOLA D'INFANZIA,60014838,TOAA108073,.VALPERGA,VIA P. GROSSO 12,10087,,ALTO CANAVESE
TO,VALPERGA,2,SCUOLA PRIMARIA,60014839,TOEE10815N,A. GAYS,PIAZZA PASTORE 2,10087,,ALTO CANAVESE
TO,VALPERGA,3,SCUOLA SEC. I GRADO,60014840,TOMM14701G,A. ARNULFI,PIAZZA PASTORE 6,10087,,ALTO CANAVESE
TO,VALPRATO SOANA,1,SCUOLA D'INFANZIA,60014841,TO1A81401Q,DI VALPRATO SOANA,VIA ROMA 9,10080,,VALLI ORCO E SOANA
TO,VARISELLA,1,SCUOLA D'INFANZIA,60014842,TOAA828036,.,VIA DON GIOCONDO CABODI 2,10070,,VAL CERONDA E CASTERNONE
TO,VARISELLA,2,SCUOLA PRIMARIA,60014843,TOEE82803B,.,VIA DON GIOCONDO CABODI 2,10070,,VAL CERONDA E CASTERNONE
TO,VAUDA CANAVESE,1,SCUOLA D'INFANZIA,60014844,TOAA102041,DESTEFANIS,VIA BELVEDERE 44,10070,,
TO,VAUDA CANAVESE,2,SCUOLA PRIMARIA,60014845,TOEE10208A,B. CHIARA,PIAZZA S. BERNARDO 1,10070,,
TO,VENARIA REALE,1,SCUOLA D'INFANZIA,60014846,TOAA171018,GRAMSCI,VIA BARACCA 2,10078,,
TO,VENARIA REALE,1,SCUOLA D'INFANZIA,60014847,TO1A23000B,BURIDANI,VIA MEDICI DEL VASCELLO 13,10078,,
TO,VENARIA REALE,1,SCUOLA D'INFANZIA,60014848,TO1A232003,ALTESSANO,VIA G. AMATI 23,10078,,
TO,VENARIA REALE,1,SCUOLA D'INFANZIA,60014849,TO1A231007,DON ISIDORO TONUS,VIA JUVARRA 85,10078,,
TO,VENARIA REALE,1,SCUOLA D'INFANZIA,60014850,TOAA17103A,ANDERSEN,VIA S. MARCHESE,10078,,
TO,VENARIA REALE,1,SCUOLA D'INFANZIA,60014851,TOAA171029,DISNEY,VIA G. AMATI 115,10078,,
TO,VENARIA REALE,1,SCUOLA D'INFANZIA,60014852,TOAA17104B,RODARI,VIA GUARINI 19,10078,,
TO,VENARIA REALE,1,SCUOLA D'INFANZIA,60014853,TOAA17002D,DON SAPINO,VIA DON SAPINO 10,10078,,
TO,VENARIA REALE,1,SCUOLA D'INFANZIA,60014854,TOAA17004G,DE AMICIS,PIAZZA VITTORIO VENETO 2,10078,,
TO,VENARIA REALE,1,SCUOLA D'INFANZIA,60014855,TOAA17005L,VIA BOCCACCIO,VIA BOCCACCIO 80,10078,,
TO,VENARIA REALE,2,SCUOLA PRIMARIA,60014856,TO1E018001,BAROLO,VIA SAN MARCHESE 4,10078,,
TO,VENARIA REALE,2,SCUOLA PRIMARIA,60014857,TOEE17102E,RIGOLA,VIA AMATI 134,10078,,
TO,VENARIA REALE,2,SCUOLA PRIMARIA,60014858,TOEE17101D,A. GRAMSCI,VIA BARACCA 2,10078,,
TO,VENARIA REALE,2,SCUOLA PRIMARIA,60014859,TOEE17001N,E. DE AMICIS,PIAZZA VITTORIO VENETO 2,10078,,
TO,VENARIA REALE,2,SCUOLA PRIMARIA,60014860,TOEE17003Q,VIII MARZO,VIA GIOLITTI 8,10078,,
TO,VENARIA REALE,2,SCUOLA PRIMARIA,60014861,TOEE17002P,DI VITTORIO,VIA BOCCACCIO 44,10078,,
TO,VENARIA REALE,2,SCUOLA PRIMARIA,60014862,TOEE17104L,ROMERO,VIA GUARINI 19,10078,,
TO,VENARIA REALE,3,SCUOLA SEC. I GRADO,60014863,TOMM21600Q,DON MILANI,CORSO PAPA GIOVANNI XXIII 54,10078,,
TO,VENARIA REALE,3,SCUOLA SEC. I GRADO,60014864,TOMM21700G,MICHELE LESSONA,LARGO GARIBALDI 2,10078,,
TO,VENARIA REALE,3,SCUOLA SEC. I GRADO,60014865,TOMM21600Q,DON MILANI,VIA AMATI 134,10078,,
TO,VENARIA REALE,3,SCUOLA SEC. I GRADO,60014866,TOMM21700G,MICHELE LESSONA,VIA BOCCACCIO 48,10078,,
TO,VENARIA REALE,4,LICEO CLASSICO,60014867,TOPS30000G,FILIPPO JUVARRA,Via Bruno Buozzi 16,10078,,
TO,VENARIA REALE,4,LICEO SCIENTIFICO,60014868,TOPS30000G,FILIPPO JUVARRA,VIA B.BUOZZI 16,10078,,
TO,VENAUS,1,SCUOLA D'INFANZIA,60014869,TOAA880037,VENAUS,VIA ANTICA REALE,10050,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,VENAUS,2,SCUOLA PRIMARIA,60014870,TOEE88007L,VENAUS,VIA ANTICA REALE,10050,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,VEROLENGO,1,SCUOLA D'INFANZIA,60014871,TO1A28600B,VIRGINIO BERTA,VIA ROLETTO 9,10038,,
TO,VEROLENGO,1,SCUOLA D'INFANZIA,60014872,TOAA85403P,.,VIA THAON DI REVEL 9,10038,,
TO,VEROLENGO,2,SCUOLA PRIMARIA,60014873,TOEE85403X,.,VIA THAON DI REVEL 7,10038,,
TO,VEROLENGO,3,SCUOLA SEC. I GRADO,60014874,TOMM85401R,DON G. CASA,VIA TRENTO 39,10038,,
TO,VERRUA SAVOIA,1,SCUOLA D'INFANZIA,60014875,TOAA86304E,DI VERRUA,LOCALITA' RONZO,10020,,
TO,VERRUA SAVOIA,2,SCUOLA PRIMARIA,60014876,TOEE86305R,DI VERRUA,LOCALITA' RONZO,10020,,
TO,VESTIGNE',1,SCUOLA D'INFANZIA,60014877,TOAA07704D,.,VIA CHIAPPINO 5,10030,,
TO,VESTIGNE',2,SCUOLA PRIMARIA,60014878,TOEE077102,.,VIA C. TORAZZI,10030,,
TO,VESTIGNE',3,SCUOLA SEC. I GRADO,60014879,TOMM272048,CESARE TORAZZI,VIALE TORAZZI 1,10030,,
TO,VICO CANAVESE,1,SCUOLA D'INFANZIA,60014880,TOAA80604A,L. GILLIO,VIA DON AIMINO,10080,,VAL CHIUSELLA
TO,VICO CANAVESE,2,SCUOLA PRIMARIA,60014881,TOEE80607P,.,REGIONE LIME,10080,,VAL CHIUSELLA
TO,VICO CANAVESE,3,SCUOLA SEC. I GRADO,60014882,TOMM80601B,G. SAUDINO,REGIONE LIME,10080,,VAL CHIUSELLA
TO,VIGONE,1,SCUOLA D'INFANZIA,60014883,TOAA84701D,.,VIA BOSCA 14,10067,,
TO,VIGONE,2,SCUOLA PRIMARIA,60014884,TOEE84701P,.,VIA TORINO 22,10060,,
TO,VIGONE,3,SCUOLA SEC. I GRADO,60014885,TOMM84701N,A. LOCATELLI,VIA DON MILANI 2,10067,,
TO,VILLAFRANCA PIEMONTE,1,SCUOLA D'INFANZIA,60014886,TO1A27800C,DI VILLAFRANCA PIEMONTE,VIA BADARIOTTI 11,10068,,
TO,VILLAFRANCA PIEMONTE,2,SCUOLA PRIMARIA,60014887,TOEE844017,GUGLIELMO MARCONI,VIA CAMPRA 1,10068,,
TO,VILLAFRANCA PIEMONTE,3,SCUOLA SEC. I GRADO,60014888,TOMM844016,G. GASTALDI,VIA CAMPRA 1,10068,,
TO,VILLANOVA CANAVESE,1,SCUOLA D'INFANZIA,60014889,TOAA830014,COLLODI,PIAZZA IV NOVEMBRE 20,10070,,
TO,VILLANOVA CANAVESE,2,SCUOLA PRIMARIA,60014890,TOEE83002A,ARTURO VARAIA,PIAZZA IV NOVEMBRE 22,10070,,
TO,VILLARBASSE,1,SCUOLA D'INFANZIA,60014891,TOAA152042,HANS CHRISTIAN ANDERSEN,VIA RIVOLI 2/BIS,10090,,
TO,VILLARBASSE,2,SCUOLA PRIMARIA,60014892,TOEE152047,PRINCIPI di PIEMONTE,VIA RIVOLI 2,10090,,
TO,VILLARBASSE,3,SCUOLA SEC. I GRADO,60014893,TOMM19601R,PIERO GOBETTI,VIA SAN MARTINO 24,10090,,
TO,VILLAR DORA,1,SCUOLA D'INFANZIA,60014894,TOAA821019,LA GIOSTRA,VIA PELISSERE 16/A,10040,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,VILLAR DORA,2,SCUOLA PRIMARIA,60014895,TOEE82105P,COLLODI,VIA PELISSERE 1,10040,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,VILLAREGGIA,1,SCUOLA D'INFANZIA,60014896,TO1A15800A,BALBINA FERRO,VIA MAESTRA 5,10030,,
TO,VILLAREGGIA,2,SCUOLA PRIMARIA,60014897,TOEE084071,DOMENICO SAVIO,VIA CONVENTO 9,10030,,
TO,VILLAR FOCCHIARDO,1,SCUOLA D'INFANZIA,60014898,TOAA82402T,VILLAR F.,VIA CONTE CARROCCIO 30,10050,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,VILLAR FOCCHIARDO,2,SCUOLA PRIMARIA,60014899,TOEE824056,VILLAR F.,VIA CAPPELLA DELLE VIGNE 3,10050,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,VILLAR PELLICE,1,SCUOLA D'INFANZIA,60014900,TOAA81303C,.,VIA I? MAGGIO 23,10060,,VALLE PELLICE
TO,VILLAR PELLICE,2,SCUOLA PRIMARIA,60014901,TOEE81304P,BECKWIT,VIA I? MAGGIO 23,10060,,VALLE PELLICE
TO,VILLAR PEROSA,1,SCUOLA D'INFANZIA,60014902,TOAA80407T,EDOARDO AGNELLI,VIA DANTE ALIGHIERI 1/B,10069,,VALLI CHISONE E GERMANASCA
TO,VILLAR PEROSA,2,SCUOLA PRIMARIA,60014903,TOEE80401R,.,VIA IV NOVEMBRE 2,10069,,VALLI CHISONE E GERMANASCA
TO,VILLAR PEROSA,3,SCUOLA SEC. I GRADO,60014904,TOMM80401Q,F. MARRO,VIA IV NOVEMBRE 4,10069,,VALLI CHISONE E GERMANASCA
TO,VILLASTELLONE,1,SCUOLA D'INFANZIA,60014905,TOAA08801R,.,.,10029,,
TO,VILLASTELLONE,1,SCUOLA D'INFANZIA,60014906,TOAA08802T,.,VIA COSSOLO 10,10029,,
TO,VILLASTELLONE,2,SCUOLA PRIMARIA,60014907,TOEE088034,.,VIA ODDENINI 1,10029,,
TO,VILLASTELLONE,3,SCUOLA SEC. I GRADO,60014908,TOMM294012,DI VILLASTELLONE,VIA GENTILESCHI 1,10029,,
TO,VINOVO,1,SCUOLA D'INFANZIA,60014909,TO1A23300V,DI VINOVO,VIA SAN BARTOLOMEO 13-15,10048,,
TO,VINOVO,1,SCUOLA D'INFANZIA,60014910,TOAA87402V,B. BUOZZI,VIA SESTRIERE 72,10048,,
TO,VINOVO,1,SCUOLA D'INFANZIA,60014911,TOAA87401T,DON MILANI,VIA EDMONDO DE AMICIS 5,10048,,
TO,VINOVO,2,SCUOLA PRIMARIA,60014912,TOEE874013,DON MILANI,VIA EDMONDO DE AMICIS 5,10048,,
TO,VINOVO,2,SCUOLA PRIMARIA,60014913,TOEE874024,GIACOMO MATTEOTTI,VIA SESTRIERE 70,10048,,
TO,VINOVO,3,SCUOLA SEC. I GRADO,60014914,TOMM874012,A. V. GIOANETTI,VIA EDMONDO DE AMICIS 13,10048,,
TO,VINOVO,3,SCUOLA SEC. I GRADO,60014915,TOMM874012,GRAMSCI,VIA STUPINIGI 155,10048,,
TO,VIRLE PIEMONTE,1,SCUOLA D'INFANZIA,60014916,TOAA84702E,.,VIA BIRAGO 4,10060,,
TO,VIRLE PIEMONTE,2,SCUOLA PRIMARIA,60014917,TOEE84703R,GIOVANNI XXIII,PIAZZA VITTORIO EMANUELE 2,10060,,
TO,VISCHE,1,SCUOLA D'INFANZIA,60014918,TOAA08404L,.,VIA S. MAURIZIO 1,10030,,
TO,VISCHE,2,SCUOLA PRIMARIA,60014919,TOEE084082,A. REGIS,PIAZZA COL. AMIONE,10030,,
TO,VISTRORIO,2,SCUOLA PRIMARIA,60014920,TOEE80608Q,.,PIAZZA CAVOUR 2,10080,,VAL CHIUSELLA
TO,VIU',1,SCUOLA D'INFANZIA,60014921,TO1A25100C,VINCENZINA VIRANDO,VIALE RIMEMBRANZA 3,10070,,VALLI DI LANZO
TO,VIU',2,SCUOLA PRIMARIA,60014922,TOEE809087,.,VIALE DELLA RIMEMBRANZA 4,10070,,VALLI DI LANZO
TO,VIU',3,SCUOLA SEC. I GRADO,60014923,TOMM80902X,L. CIBRARIO,VIALE RIMEMBRANZA 4,10070,,VALLI DI LANZO
TO,VOLPIANO,1,SCUOLA D'INFANZIA,60014924,TO1A23500E,IL GRILLO PARLANTE,CORSO XI FEBBRAIO 9,10088,,
TO,VOLPIANO,1,SCUOLA D'INFANZIA,60014925,TOAA17501G,ARCOBALENO,VIA TRIESTE 7,10088,,
TO,VOLPIANO,1,SCUOLA D'INFANZIA,60014926,TOAA17503N,ACQUERELLO,VIA LOMBARDORE 10,10088,,
TO,VOLPIANO,2,SCUOLA PRIMARIA,60014927,TOEE17501R,GIGI GHIROTTI,VIALE CARLO ALBERTO DALLA CHIESA 1,10088,,
TO,VOLPIANO,2,SCUOLA PRIMARIA,60014928,TOEE17504X,GUGLIELMO DA VOLPIANO,VIA TRIESTE 1,10088,,
TO,VOLPIANO,3,SCUOLA SEC. I GRADO,60014929,TOMM228002,D. ALIGHIERI,VIA SOTTORIPA 3,10088,,
TO,VOLVERA,1,SCUOLA D'INFANZIA,60014930,TOAA83801P,GIANNI RODARI,VIA RISORGIMENTO 19,10040,,
TO,VOLVERA,1,SCUOLA D'INFANZIA,60014931,TOAA83802Q,.,VIA GERBOLE 6,10040,,
TO,VOLVERA,1,SCUOLA D'INFANZIA,60014932,TOAA83803R,.,VIA GARIBALDI 1,10040,,
TO,VOLVERA,2,SCUOLA PRIMARIA,60014933,TOEE838032,DON MILANI,VIA GERBOLE 6,10040,,
